trip_id,base_fare,surcharge,total_cost,billing_month
T000735,80,6.8,249.2,2026-06
T000736,80,7.6,243.0,2026-06
T000737,80,16.0,259.8,2026-06
T000738,80,16.0,244.4,2026-06
T000739,80,18.9,248.7,2026-06
T000740,80,3.0,242.6,2026-06
T000741,80,18.6,254.0,2026-06
T000742,80,19.2,258.8,2026-06
T000743,80,14.4,252.6,2026-06
T000744,15,19.0,108.5,2026-06
T000745,15,19.5,108.5,2026-06
T000746,15,13.4,102.4,2026-06
T000747,40,16.6,151.1,2026-06
T000748,40,10.9,138.2,2026-06
T000749,40,18.2,145.5,2026-06
T000750,40,7.8,134.2,2026-06
T000751,40,5.3,141.6,2026-06
T000752,40,1.0,128.3,2026-06
T000753,80,2.8,319.4,2026-06
T000754,80,19.2,328.8,2026-06
T000755,80,6.1,335.3,2026-06
T000756,80,11.8,325.6,2026-06
T000757,80,13.2,343.8,2026-06
T000758,80,3.5,334.1,2026-06
T000759,80,10.5,317.3,2026-06
T000760,80,2.7,324.9,2026-06
T000761,80,16.5,331.7,2026-06
T000762,80,10.7,323.1,2026-06
T000763,80,7.3,314.1,2026-06
T000764,80,24.0,360.2,2026-06
T000765,15,9.6,140.6,2026-06
T000766,15,17.3,143.3,2026-06
T000767,15,9.5,120.5,2026-06
T000768,15,2.5,115.5,2026-06
T000769,40,10.7,131.7,2026-06
T000770,40,16.3,138.2,2026-06
T000771,40,7.2,131.8,2026-06
T000772,40,33.6,151.0,2026-06
T000773,40,13.4,122.7,2026-06
T000774,40,7.4,124.8,2026-06
T000775,40,22.1,134.1,2026-06
T000776,80,6.3,238.9,2026-06
T000777,80,9.9,246.7,2026-06
T000778,80,34.1,265.3,2026-06
T000779,80,1.4,228.4,2026-06
T000780,80,1.7,231.5,2026-06
T000781,80,17.4,245.8,2026-06
T000782,80,2.4,233.6,2026-06
T000783,80,12.3,254.7,2026-06
T000784,15,15.3,109.3,2026-06
T000785,15,0.9,93.4,2026-06
T000786,40,4.6,133.7,2026-06
T000787,40,11.7,146.2,2026-06
T000788,40,18.4,145.7,2026-06
T000789,40,7.3,138.2,2026-06
T000790,80,16.6,352.8,2026-06
T000791,80,4.9,339.7,2026-06
T000792,80,15.0,334.4,2026-06
T000793,80,3.8,323.2,2026-06
T000794,80,2.8,339.0,2026-06
T000795,80,3.7,316.1,2026-06
T000796,80,2.3,338.5,2026-06
T000797,15,16.6,139.1,2026-06
T000798,15,12.7,135.7,2026-06
T000799,15,5.1,117.1,2026-06
T000800,40,16.6,143.9,2026-06
T000801,40,13.2,131.5,2026-06
T000802,40,14.6,125.7,2026-06
T000803,40,19.4,132.3,2026-06
T000804,40,4.1,113.4,2026-06
T000805,80,13.9,249.3,2026-06
T000806,80,12.9,252.5,2026-06
T000807,80,7.1,242.5,2026-06
T000808,80,16.2,243.2,2026-06
T000809,80,10.5,244.5,2026-06
T000810,15,1.1,93.1,2026-06
T000811,15,16.9,110.9,2026-06
T000812,40,16.7,153.9,2026-06
T000813,40,17.2,146.3,2026-06
T000814,40,13.0,143.0,2026-06
T000815,80,14.8,331.4,2026-06
T000816,80,6.9,338.9,2026-06
T000817,80,1.1,331.7,2026-06
T000818,80,14.4,332.4,2026-06
T000819,15,18.1,144.1,2026-06
T000820,15,14.8,144.8,2026-06
T000821,15,5.1,129.6,2026-06
T000822,15,5.9,116.9,2026-06
T000823,15,8.1,121.6,2026-06
T000824,15,7.0,123.0,2026-06
T000825,40,5.3,130.8,2026-06
T000826,40,11.7,132.7,2026-06
T000827,40,13.0,140.3,2026-06
T000828,40,13.4,133.5,2026-06
T000829,40,11.7,138.1,2026-06
T000830,40,1.1,123.9,2026-06
T000831,40,18.7,128.9,2026-06
T000832,40,3.3,119.8,2026-06
T000833,40,4.0,116.9,2026-06
T000834,40,11.2,127.7,2026-06
T000835,40,17.6,133.2,2026-06
T000836,80,5.9,248.3,2026-06
T000837,80,18.9,252.9,2026-06
T000838,80,8.6,249.6,2026-06
T000839,80,10.4,245.8,2026-06
T000840,80,8.0,243.4,2026-06
T000841,80,10.8,239.2,2026-06
T000842,80,18.2,263.4,2026-06
T000843,80,13.7,244.9,2026-06
T000844,80,10.5,241.7,2026-06
T000845,80,15.7,249.7,2026-06
T000846,15,5.8,100.8,2026-06
T000847,15,17.7,109.2,2026-06
T000848,15,19.4,112.9,2026-06
T000849,40,17.2,147.2,2026-06
T000850,40,20.0,154.5,2026-06
T000851,40,4.2,139.6,2026-06
T000852,40,19.2,153.7,2026-06
T000853,40,1.6,136.1,2026-06
T000854,40,5.9,138.6,2026-06
T000855,80,7.4,333.8,2026-06
T000856,80,3.4,332.6,2026-06
T000857,80,2.5,312.1,2026-06
T000858,80,7.1,327.9,2026-06
T000859,80,2.1,336.9,2026-06
T000860,80,15.4,323.6,2026-06
T000861,80,10.8,345.6,2026-06
T000862,80,11.4,333.6,2026-06
T000863,80,13.7,345.7,2026-06
T000864,80,5.2,326.0,2026-06
T000865,80,7.0,322.2,2026-06
T000866,80,8.3,340.3,2026-06
T000867,15,11.9,144.9,2026-06
T000868,15,14.3,139.3,2026-06
T000869,15,0.1,115.1,2026-06
T000870,15,11.9,121.9,2026-06
T000871,40,9.8,131.7,2026-06
T000872,40,12.4,135.2,2026-06
T000873,40,4.6,130.1,2026-06
T000874,40,3.0,119.5,2026-06
T000875,40,10.2,123.1,2026-06
T000876,40,16.8,126.1,2026-06
T000877,40,11.8,123.8,2026-06
T000878,80,6.2,234.6,2026-06
T000879,80,17.2,251.2,2026-06
T000880,80,10.8,250.4,2026-06
T000881,80,15.6,248.2,2026-06
T000882,80,20.0,251.2,2026-06
T000883,80,17.5,245.9,2026-06
T000884,80,18.5,256.7,2026-06
T000885,15,6.2,101.7,2026-06
T000886,15,13.3,103.3,2026-06
T000887,40,16.0,146.9,2026-06
T000888,40,17.1,145.3,2026-06
T000889,40,7.0,141.5,2026-06
T000890,40,4.4,129.9,2026-06
T000891,80,11.8,332.6,2026-06
T000892,80,9.6,330.4,2026-06
T000893,80,12.0,325.8,2026-06
T000894,80,16.3,337.1,2026-06
T000895,80,10.6,325.8,2026-06
T000896,80,12.4,345.8,2026-06
T000897,80,14.9,334.3,2026-06
T000898,80,12.5,324.9,2026-06
T000899,15,14.0,141.0,2026-06
T000900,15,3.1,123.6,2026-06
T000901,15,10.2,124.7,2026-06
T000902,40,8.4,128.5,2026-06
T000903,40,1.3,120.5,2026-06
T000904,40,0.9,112.9,2026-06
T000905,40,2.2,111.5,2026-06
T000906,40,11.2,128.6,2026-06
T000907,80,7.7,252.9,2026-06
T000908,80,7.6,237.4,2026-06
T000909,80,3.6,250.2,2026-06
T000910,80,10.3,237.3,2026-06
T000911,80,9.0,248.6,2026-06
T000912,80,8.5,243.9,2026-06
T000913,15,14.3,106.3,2026-06
T000914,15,5.8,93.3,2026-06
T000915,40,1.7,129.9,2026-06
T000916,40,16.9,153.2,2026-06
T000917,40,0.3,136.6,2026-06
T000918,80,4.4,312.6,2026-06
T000919,80,10.8,334.4,2026-06
T000920,80,14.0,330.6,2026-06
T000921,80,2.2,320.2,2026-06
T000922,15,17.6,144.1,2026-06
T000923,15,8.5,133.0,2026-06
T000924,15,4.0,124.5,2026-06
T000925,15,18.5,126.5,2026-06
T000926,15,1.6,117.6,2026-06
T000927,15,13.3,123.8,2026-06
T000928,40,7.8,135.1,2026-06
T000929,40,13.1,131.4,2026-06
T000930,40,12.6,138.1,2026-06
T000931,40,18.2,142.8,2026-06
T000932,40,14.3,138.9,2026-06
T000933,40,13.2,132.4,2026-06
T000934,40,8.2,116.6,2026-06
T000935,40,19.2,135.7,2026-06
T000936,40,17.5,133.1,2026-06
T000937,40,15.3,127.3,2026-06
T000938,40,0.5,115.2,2026-06
T000939,40,12.9,124.0,2026-06
T000940,80,18.1,256.3,2026-06
T000941,80,5.0,243.2,2026-06
T000942,80,7.2,251.0,2026-06
T000943,80,19.4,254.8,2026-06
T000944,80,15.4,246.6,2026-06
T000945,80,6.2,245.8,2026-06
T000946,80,16.1,244.5,2026-06
T000947,80,15.5,255.1,2026-06
T000948,80,18.7,259.7,2026-06
T000949,80,13.8,259.0,2026-06
T000950,80,16.1,259.9,2026-06
T000951,15,9.8,102.8,2026-06
T000952,15,17.7,105.2,2026-06
T000953,15,4.9,96.9,2026-06
T000954,40,19.1,151.8,2026-06
T000955,40,9.0,137.2,2026-06
T000956,40,12.1,137.6,2026-06
T000957,40,12.4,141.5,2026-06
T000958,40,14.7,151.0,2026-06
T000959,40,0.9,130.0,2026-06
T000960,80,19.0,345.4,2026-06
T000961,80,13.2,329.8,2026-06
T000962,80,28.1,340.5,2026-06
T000963,80,18.7,338.1,2026-06
T000964,80,15.7,347.7,2026-06
T000965,80,16.5,345.7,2026-06
T000966,80,10.0,328.0,2026-06
T000967,80,3.5,325.7,2026-06
T000968,80,14.0,320.8,2026-06
T000969,80,13.9,334.7,2026-06
T000970,80,16.4,351.2,2026-06
T000971,80,14.7,336.9,2026-06
T000972,15,4.8,135.8,2026-06
T000973,15,13.1,145.1,2026-06
T000974,15,5.4,122.9,2026-06
T000975,15,0.3,108.8,2026-06
T000976,40,4.5,130.0,2026-06
T000977,40,9.0,126.4,2026-06
T000978,40,13.1,134.1,2026-06
T000979,40,7.6,118.7,2026-06
T000980,40,10.0,126.5,2026-06
T000981,40,12.7,125.6,2026-06
T000982,40,4.3,116.3,2026-06
T000983,80,15.0,249.0,2026-06
T000984,80,19.2,249.0,2026-06
T000985,80,10.3,244.3,2026-06
T000986,80,15.9,255.5,2026-06
T000987,80,10.9,254.7,2026-06
T000988,80,15.5,242.5,2026-06
T000989,80,20.8,260.4,2026-06
T000990,15,10.7,101.7,2026-06
T000991,15,3.3,89.8,2026-06
T000992,40,0.8,129.9,2026-06
T000993,40,1.3,135.8,2026-06
T000994,40,10.8,140.8,2026-06
T000995,40,1.2,128.5,2026-06
T000996,80,11.1,324.9,2026-06
T000997,80,16.6,350.0,2026-06
T000998,80,13.8,331.8,2026-06
T000999,80,14.8,342.6,2026-06
T001000,80,10.6,335.6,2026-06
T001001,80,17.6,341.2,2026-06
T001002,80,1.2,333.2,2026-06
T001003,80,0.5,338.1,2026-06
T001004,80,18.4,344.8,2026-06
T001005,15,17.8,145.3,2026-06
T001006,15,6.4,139.4,2026-06
T001007,15,12.7,123.2,2026-06
T001008,40,17.0,142.5,2026-06
T001009,40,5.4,128.2,2026-06
T001010,40,16.1,132.6,2026-06
T001011,40,8.3,118.5,2026-06
T001012,40,7.2,118.3,2026-06
T001013,80,13.3,245.9,2026-06
T001014,80,19.2,257.4,2026-06
T001015,80,2.9,243.9,2026-06
T001016,80,0.2,237.0,2026-06
T001017,80,15.2,252.0,2026-06
T001018,80,0.9,244.7,2026-06
T001019,15,11.4,97.9,2026-06
T001020,15,19.8,112.3,2026-06
T001021,40,12.8,143.7,2026-06
T001022,40,14.2,146.0,2026-06
T001023,80,10.1,330.9,2026-06
T001024,80,7.2,319.6,2026-06
T001025,80,16.6,347.2,2026-06
T001026,80,7.1,315.3,2026-06
T001027,15,9.5,134.5,2026-06
T001028,15,5.4,138.9,2026-06
T001029,15,0.5,120.0,2026-06
T001030,15,9.4,115.4,2026-06
T001031,15,3.5,117.0,2026-06
T001032,15,2.1,112.1,2026-06
T001033,40,14.6,133.8,2026-06
T001034,40,0.2,126.6,2026-06
T001035,40,7.7,127.8,2026-06
T001036,40,7.7,130.5,2026-06
T001037,40,4.8,130.3,2026-06
T001038,40,6.6,129.4,2026-06
T001039,40,5.9,120.6,2026-06
T001040,40,3.3,117.1,2026-06
T001041,40,19.5,129.7,2026-06
T001042,40,5.1,117.1,2026-06
T001043,40,5.1,114.4,2026-06
T001044,40,5.9,116.1,2026-06
T001045,80,9.2,255.8,2026-06
T001046,80,5.0,247.4,2026-06
T001047,80,0.6,244.4,2026-06
T001048,80,3.6,240.4,2026-06
T001049,80,6.6,236.4,2026-06
T001050,80,3.3,248.5,2026-06
T001051,80,15.9,242.9,2026-06
T001052,80,5.4,249.2,2026-06
T001053,80,15.4,242.4,2026-06
T001054,80,11.8,243.0,2026-06
T001055,80,16.7,253.5,2026-06
T001056,15,1.3,91.3,2026-06
T001057,15,34.3,122.8,2026-06
T001058,15,15.4,102.4,2026-06
T001059,40,12.8,141.9,2026-06
T001060,40,19.3,155.6,2026-06
T001061,40,16.9,149.6,2026-06
T001062,40,0.5,126.9,2026-06
T001063,40,4.5,131.8,2026-06
T001064,40,13.8,148.3,2026-06
T001065,80,12.4,333.2,2026-06
T001066,80,7.2,328.0,2026-06
T001067,80,10.8,333.0,2026-06
T001068,80,8.9,333.9,2026-06
T001069,80,12.9,339.3,2026-06
T001070,80,17.5,352.3,2026-06
T001071,80,1.0,337.2,2026-06
T001072,80,9.9,334.9,2026-06
T001073,80,1.7,314.1,2026-06
T001074,80,12.6,340.4,2026-06
T001075,80,16.3,341.3,2026-06
T001076,80,8.6,322.4,2026-06
T001077,15,18.6,141.1,2026-06
T001078,15,19.2,141.2,2026-06
T001079,15,12.0,125.0,2026-06
T001080,15,6.7,123.2,2026-06
T001081,40,10.0,130.1,2026-06
T001082,40,3.0,129.4,2026-06
T001083,40,9.6,127.0,2026-06
T001084,40,2.5,119.9,2026-06
T001085,40,18.8,129.0,2026-06
T001086,40,14.6,127.5,2026-06
T001087,40,11.6,124.5,2026-06
T001088,80,0.0,236.8,2026-06
T001089,80,12.1,239.1,2026-06
T001090,80,9.0,241.6,2026-06
T001091,80,0.7,237.5,2026-06
T001092,80,7.4,242.8,2026-06
T001093,80,15.2,249.2,2026-06
T001094,80,15.1,251.9,2026-06
T001095,15,2.8,91.8,2026-06
T001096,15,6.0,95.5,2026-06
T001097,40,23.3,149.7,2026-06
T001098,40,2.3,136.8,2026-06
T001099,40,0.0,133.6,2026-06
T001100,40,6.9,140.5,2026-06
T001101,80,4.2,330.6,2026-06
T001102,80,13.1,325.5,2026-06
T001103,80,12.9,347.7,2026-06
T001104,80,8.5,326.5,2026-06
T001105,80,6.7,341.5,2026-06
T001106,80,14.2,332.2,2026-06
T001107,80,15.3,338.9,2026-06
T001108,80,17.9,324.7,2026-06
T001109,80,9.0,342.4,2026-06
T001110,15,18.4,141.9,2026-06
T001111,15,19.7,145.2,2026-06
T001112,15,16.1,125.6,2026-06
T001113,40,14.0,132.3,2026-06
T001114,40,0.1,124.7,2026-06
T001115,40,18.2,128.4,2026-06
T001116,40,5.6,115.8,2026-06
T001117,40,12.8,127.5,2026-06
T001118,80,2.3,247.5,2026-06
T001119,80,1.3,231.1,2026-06
T001120,80,11.9,240.3,2026-06
T001121,80,15.2,245.0,2026-06
T001122,80,8.6,249.6,2026-06
T001123,15,19.2,106.2,2026-06
T001124,15,6.1,99.6,2026-06
T001125,40,5.0,131.4,2026-06
T001126,40,10.2,137.5,2026-06
T001127,80,2.3,314.7,2026-06
T001128,80,17.6,341.2,2026-06
T001129,80,18.6,342.2,2026-06
T001130,80,17.4,342.4,2026-06
T001131,15,12.1,139.6,2026-06
T001132,15,5.5,131.0,2026-06
T001133,15,13.7,146.7,2026-06
T001134,15,5.1,122.1,2026-06
T001135,15,3.2,116.7,2026-06
T001136,15,19.2,134.2,2026-06
T001137,40,5.7,132.1,2026-06
T001138,40,7.1,132.6,2026-06
T001139,40,10.5,136.9,2026-06
T001140,40,6.3,131.8,2026-06
T001141,40,7.9,128.0,2026-06
T001142,40,9.2,132.9,2026-06
T001143,40,1.1,112.2,2026-06
T001144,40,1.5,109.9,2026-06
T001145,40,0.4,116.0,2026-06
T001146,40,17.5,128.6,2026-06
T001147,40,15.7,132.2,2026-06
T001148,80,8.7,249.7,2026-06
T001149,80,1.2,231.0,2026-06
T001150,80,17.2,261.0,2026-06
T001151,80,19.2,264.4,2026-06
T001152,80,19.0,258.6,2026-06
T001153,80,2.5,237.9,2026-06
T001154,80,18.3,263.5,2026-06
T001155,80,13.9,240.9,2026-06
T001156,80,12.4,259.0,2026-06
T001157,80,19.5,250.7,2026-06
T001158,80,10.2,245.6,2026-06
T001159,15,8.4,99.4,2026-06
T001160,15,3.5,99.5,2026-06
T001161,15,4.2,91.2,2026-06
T001162,40,6.9,136.0,2026-06
T001163,40,10.8,140.8,2026-06
T001164,40,11.1,139.3,2026-06
T001165,40,5.7,136.6,2026-06
T001166,40,17.2,150.8,2026-06
T001167,40,18.0,153.4,2026-06
T001168,80,10.2,339.4,2026-06
T001169,80,11.6,333.8,2026-06
T001170,80,7.3,323.9,2026-06
T001171,80,5.3,317.7,2026-06
T001172,80,15.0,334.4,2026-06
T001173,80,6.4,328.6,2026-06
T001174,80,0.5,307.3,2026-06
T001175,80,15.4,322.2,2026-06
T001176,80,13.0,340.8,2026-06
T001177,80,9.0,343.8,2026-06
T001178,80,9.6,324.8,2026-06
T001179,15,9.4,139.4,2026-06
T001180,15,5.6,128.1,2026-06
T001181,15,12.3,123.8,2026-06
T001182,15,13.0,125.5,2026-06
T001183,40,18.8,143.4,2026-06
T001184,40,1.1,126.6,2026-06
T001185,40,16.1,135.3,2026-06
T001186,40,8.3,121.2,2026-06
T001187,40,1.7,115.5,2026-06
T001188,40,10.8,121.9,2026-06
T001189,40,24.4,141.8,2026-06
T001190,80,12.7,256.5,2026-06
T001191,80,8.4,248.0,2026-06
T001192,80,14.8,253.0,2026-06
T001193,80,15.2,250.6,2026-06
T001194,80,13.7,251.9,2026-06
T001195,80,5.3,243.5,2026-06
T001196,80,7.5,242.9,2026-06
T001197,80,12.3,250.5,2026-06
T001198,15,5.9,96.9,2026-06
T001199,15,30.7,118.2,2026-06
T001200,40,19.1,144.6,2026-06
T001201,40,18.7,154.1,2026-06
T001202,40,6.4,132.8,2026-06
T001203,40,17.3,154.5,2026-06
T001204,80,12.6,320.8,2026-06
T001205,80,6.5,317.5,2026-06
T001206,80,3.8,330.2,2026-06
T001207,80,24.0,360.2,2026-06
T001208,80,15.3,350.1,2026-06
T001209,80,3.4,320.0,2026-06
T001210,80,17.6,351.0,2026-06
T001211,80,18.5,330.9,2026-06
T001212,15,8.7,134.7,2026-06
T001213,15,9.0,129.0,2026-06
T001214,15,32.9,142.9,2026-06
T001215,40,18.6,139.6,2026-06
T001216,40,9.8,130.8,2026-06
T001217,40,4.9,117.8,2026-06
T001218,40,4.9,118.7,2026-06
T001219,40,11.1,123.1,2026-06
T001220,80,14.8,246.0,2026-06
T001221,80,8.3,245.1,2026-06
T001222,80,3.6,236.2,2026-06
T001223,80,17.2,251.2,2026-06
T001224,80,8.7,246.9,2026-06
T001225,15,8.6,95.1,2026-06
T001226,15,3.9,90.4,2026-06
T001227,40,6.5,141.9,2026-06
T001228,40,1.5,132.4,2026-06
T001229,40,12.0,141.1,2026-06
T001230,80,10.4,343.8,2026-06
T001231,80,5.6,319.4,2026-06
T001232,80,2.5,316.3,2026-06
T001233,80,10.7,337.1,2026-06
T001234,15,19.0,143.0,2026-06
T001235,15,17.7,150.7,2026-06
T001236,15,12.4,142.9,2026-06
T001237,15,3.0,113.0,2026-06
T001238,15,10.2,126.2,2026-06
T001239,15,8.9,121.9,2026-06
T001240,40,11.1,131.2,2026-06
T001241,40,9.2,126.6,2026-06
T001242,40,11.9,132.9,2026-06
T001243,40,14.3,134.4,2026-06
T001244,40,4.2,131.5,2026-06
T001245,40,33.0,145.0,2026-06
T001246,40,7.6,121.4,2026-06
T001247,40,7.9,119.0,2026-06
T001248,40,18.6,128.8,2026-06
T001249,40,20.8,133.7,2026-06
T001250,40,5.3,116.4,2026-06
T001251,80,16.1,250.1,2026-06
T001252,80,4.7,247.1,2026-06
T001253,80,31.7,261.5,2026-06
T001254,80,17.2,256.8,2026-06
T001255,80,4.8,250.0,2026-06
T001256,80,18.6,245.6,2026-06
T001257,80,19.7,248.1,2026-06
T001258,80,1.4,246.6,2026-06
T001259,80,17.0,253.8,2026-06
T001260,80,2.8,229.8,2026-06
T001261,80,16.3,255.9,2026-06
T001262,15,28.6,122.6,2026-06
T001263,15,5.3,95.8,2026-06
T001264,15,5.3,98.8,2026-06
T001265,40,14.7,150.1,2026-06
T001266,40,8.5,144.8,2026-06
T001267,40,19.3,151.1,2026-06
T001268,40,9.3,137.5,2026-06
T001269,40,14.2,143.3,2026-06
T001270,40,13.2,147.7,2026-06
T001271,80,0.7,310.3,2026-06
T001272,80,11.0,343.0,2026-06
T001273,80,3.4,328.4,2026-06
T001274,80,14.3,337.9,2026-06
T001275,80,18.0,333.2,2026-06
T001276,80,1.1,314.9,2026-06
T001277,80,13.4,344.0,2026-06
T001278,80,3.9,335.9,2026-06
T001279,80,6.0,343.6,2026-06
T001280,80,27.9,361.3,2026-06
T001281,80,18.9,341.1,2026-06
T001282,80,16.2,328.6,2026-06
T001283,15,15.7,142.7,2026-06
T001284,15,28.0,155.0,2026-06
T001285,15,9.2,115.2,2026-06
T001286,15,14.2,120.2,2026-06
T001287,40,10.4,129.6,2026-06
T001288,40,5.6,127.5,2026-06
T001289,40,10.2,132.1,2026-06
T001290,40,26.0,139.8,2026-06
T001291,40,7.4,119.4,2026-06
T001292,40,1.9,119.3,2026-06
T001293,40,16.5,130.3,2026-06
T001294,80,14.4,258.2,2026-06
T001295,80,10.5,254.3,2026-06
T001296,80,18.0,256.2,2026-06
T001297,80,4.5,237.1,2026-06
T001298,80,15.1,250.5,2026-06
T001299,80,3.2,247.0,2026-06
T001300,80,2.6,243.6,2026-06
T001301,80,8.0,246.2,2026-06
T001302,15,9.9,97.9,2026-06
T001303,15,5.1,93.1,2026-06
T001304,40,19.3,153.8,2026-06
T001305,40,8.0,137.1,2026-06
T001306,40,15.5,146.4,2026-06
T001307,40,2.6,130.8,2026-06
T001308,40,12.4,148.7,2026-06
T001309,80,0.8,320.2,2026-06
T001310,80,10.1,321.1,2026-06
T001311,80,1.3,312.3,2026-06
T001312,80,15.9,328.3,2026-06
T001313,80,3.5,332.7,2026-06
T001314,80,4.6,325.4,2026-06
T001315,80,16.1,338.3,2026-06
T001316,80,19.1,337.1,2026-06
T001317,15,12.6,133.1,2026-06
T001318,15,19.8,144.8,2026-06
T001319,15,0.1,107.1,2026-06
T001320,40,7.9,125.3,2026-06
T001321,40,0.3,118.6,2026-06
T001322,40,14.6,126.6,2026-06
T001323,40,18.7,129.8,2026-06
T001324,40,16.4,125.7,2026-06
T001325,80,9.8,255.0,2026-06
T001326,80,15.0,253.2,2026-06
T001327,80,11.0,240.8,2026-06
T001328,80,14.4,254.0,2026-06
T001329,80,1.3,229.7,2026-06
T001330,15,12.3,107.3,2026-06
T001331,15,9.8,100.8,2026-06
T001332,40,5.2,136.1,2026-06
T001333,40,10.5,140.5,2026-06
T001334,80,2.1,322.9,2026-06
T001335,80,12.5,338.9,2026-06
T001336,80,3.1,322.5,2026-06
T001337,80,13.7,345.7,2026-06
T001338,15,3.4,132.4,2026-06
T001339,15,1.5,130.5,2026-06
T001340,15,17.4,149.4,2026-06
T001341,15,15.6,127.1,2026-06
T001342,15,17.3,127.3,2026-06
T001343,15,19.5,130.5,2026-06
T001344,40,5.9,129.6,2026-06
T001345,40,3.3,130.6,2026-06
T001346,40,19.1,140.1,2026-06
T001347,40,17.0,141.6,2026-06
T001348,40,10.6,132.5,2026-06
T001349,40,8.9,129.9,2026-06
T001350,40,16.1,133.5,2026-06
T001351,40,6.0,121.6,2026-06
T001352,40,15.7,128.6,2026-06
T001353,40,12.9,122.2,2026-06
T001354,40,15.7,124.1,2026-06
T001355,40,5.7,123.1,2026-06
T001356,80,15.6,248.2,2026-06
T001357,80,1.5,234.1,2026-06
T001358,80,12.8,251.0,2026-06
T001359,80,11.5,251.1,2026-06
T001360,80,13.6,258.8,2026-06
T001361,80,2.1,230.5,2026-06
T001362,80,3.5,250.1,2026-06
T001363,80,8.6,237.0,2026-06
T001364,80,10.7,246.1,2026-06
T001365,80,7.0,241.0,2026-06
T001366,80,15.2,256.2,2026-06
T001367,15,13.2,104.2,2026-06
T001368,15,21.3,115.8,2026-06
T001369,15,8.9,99.9,2026-06
T001370,40,2.9,137.4,2026-06
T001371,40,14.3,147.9,2026-06
T001372,40,5.9,133.2,2026-06
T001373,40,10.0,142.7,2026-06
T001374,40,12.7,143.6,2026-06
T001375,40,4.8,131.2,2026-06
T001376,80,3.2,322.6,2026-06
T001377,80,18.6,335.2,2026-06
T001378,80,11.3,340.5,2026-06
T001379,80,8.2,334.6,2026-06
T001380,80,13.5,346.9,2026-06
T001381,80,28.0,337.6,2026-06
T001382,80,18.7,342.3,2026-06
T001383,80,7.7,314.5,2026-06
T001384,80,32.6,367.4,2026-06
T001385,80,7.7,314.5,2026-06
T001386,80,19.4,350.0,2026-06
T001387,80,19.4,351.4,2026-06
T001388,15,6.1,126.6,2026-06
T001389,15,12.1,144.1,2026-06
T001390,15,17.7,132.7,2026-06
T001391,15,4.9,116.9,2026-06
T001392,40,7.6,133.1,2026-06
T001393,40,2.4,127.0,2026-06
T001394,40,12.3,130.6,2026-06
T001395,40,15.6,125.8,2026-06
T001396,40,26.4,139.3,2026-06
T001397,40,10.0,121.1,2026-06
T001398,40,16.1,131.7,2026-06
T001399,80,10.6,251.6,2026-06
T001400,80,18.0,252.0,2026-06
T001401,80,16.8,253.6,2026-06
T001402,80,11.1,249.3,2026-06
T001403,80,4.6,240.0,2026-06
T001404,80,4.0,236.6,2026-06
T001405,80,9.5,242.1,2026-06
T001406,15,17.2,109.2,2026-06
T001407,15,1.4,91.9,2026-06
T001408,40,7.9,139.7,2026-06
T001409,40,6.4,135.5,2026-06
T001410,40,4.0,134.0,2026-06
T001411,40,7.7,134.1,2026-06
T001412,40,1.3,134.9,2026-06
T001413,80,1.7,309.9,2026-06
T001414,80,7.4,326.8,2026-06
T001415,80,8.3,336.1,2026-06
T001416,80,12.9,332.3,2026-06
T001417,80,18.1,351.5,2026-06
T001418,80,13.9,333.3,2026-06
T001419,80,15.5,350.3,2026-06
T001420,80,3.1,322.5,2026-06
T001421,80,17.2,326.8,2026-06
T001422,15,19.2,145.2,2026-06
T001423,15,3.7,123.7,2026-06
T001424,15,9.8,120.8,2026-06
T001425,40,16.5,138.4,2026-06
T001426,40,1.7,121.8,2026-06
T001427,40,8.5,122.3,2026-06
T001428,40,15.3,124.6,2026-06
T001429,40,10.6,126.2,2026-06
T001430,80,15.5,248.1,2026-06
T001431,80,15.1,254.7,2026-06
T001432,80,4.2,249.4,2026-06
T001433,80,12.6,243.8,2026-06
T001434,80,5.8,235.6,2026-06
T001435,80,9.1,243.1,2026-06
T001436,15,7.3,95.8,2026-06
T001437,15,12.9,108.9,2026-06
T001438,40,1.2,131.2,2026-06
T001439,40,3.1,138.5,2026-06
T001440,40,5.2,132.5,2026-06
T001441,80,10.0,337.8,2026-06
T001442,80,15.2,338.8,2026-06
T001443,80,2.1,314.5,2026-06
T001444,80,20.4,356.6,2026-06
T001445,15,10.7,143.2,2026-06
T001446,15,17.3,148.8,2026-06
T001447,15,13.2,145.2,2026-06
T001448,15,17.0,129.5,2026-06
T001449,15,1.9,111.9,2026-06
T001450,15,11.9,122.9,2026-06
T001451,40,12.8,130.2,2026-06
T001452,40,6.5,124.8,2026-06
T001453,40,8.5,130.4,2026-06
T001454,40,16.5,138.4,2026-06
T001455,40,13.6,135.5,2026-06
T001456,40,0.9,118.3,2026-06
T001457,40,12.1,125.0,2026-06
T001458,40,13.6,130.1,2026-06
T001459,40,0.7,117.2,2026-06
T001460,40,15.1,131.6,2026-06
T001461,40,12.6,126.4,2026-06
T001462,40,12.5,120.9,2026-06
T001463,80,13.4,240.4,2026-06
T001464,80,1.7,231.5,2026-06
T001465,80,18.5,245.5,2026-06
T001466,80,17.6,244.6,2026-06
T001467,80,14.1,257.9,2026-06
T001468,80,8.9,249.9,2026-06
T001469,80,5.9,245.5,2026-06
